movieId,title,year,genres,first_three_actors,director,original_language,imdb_id,movieIdInt
174611,Bedfellows,2008,"Drama, Horror","Kerry Finlayson, Edin Gali, Peter Giliberti",Drew Daywalt,en,tt1354678,7478
31770,"Hello, Frisco, Hello",1943,"Comedy, Music, Romance","Alice Faye, John Payne, Jack Oakie",H. Bruce Humberstone,en,tt0035982,3563
80775,Away All Boats,1956,War,"Jeff Chandler, George Nader, Lex Barker",Joseph Pevney,en,tt0048971,5063
33316,London's Trafalgar Square,1890,Documentary,No Actor,William Carr Crofts,xx,tt1202028,3686
64508,Hard to Be a God,1989,"Adventure, Science Fiction, Drama","Edward Zentara, Aleksandr Filippenko, Andrei Boltnev",Peter Fleischmann,de,tt0097292,4606
171277,The House Across the Street,2015,"Horror, Thriller","Eric Roberts, Ethan Embry, Courtney Gains",Arthur Luhn,en,tt2363449,7389
105098,The Man with Icy Eyes,1971,"Drama, Mystery, Horror","Antonio Sabàto, Barbara Bouchet, Faith Domergue",Alberto De Martino,en,tt0067913,5829
98085,Operation Kid Brother,1967,"Action, Thriller","Neil Connery, Daniela Bianchi, Adolfo Celi",Alberto De Martino,it,tt0062078,5638
34666,The Swissmakers,1978,"Comedy, Romance, Drama","Emil Steinberger, Walo Lüönd, Beatrice Kessler",Rolf Lyssy,de,tt0078212,3745
26571,Downtown '81,1981,"Documentary, Drama","Jean Michel Basquiat, Deborah Harry, Vincent Gallo",Edo Bertoglio,en,tt0208993,3167
111570,It's in the Bag!,1945,Comedy,"Fred Allen, Jack Benny, Don Ameche",Richard Wallace,en,tt0037823,6042
161076,Some Kind of a Nut,1969,Comedy,"Dick Van Dyke, Angie Dickinson, Rosemary Forsyth",Garson Kanin,en,tt0065010,7187
152539,L'Allée du Roi,1995,"Drama, History","Agathe de La Boulaye, Claude Aufaure, Dominique Blanc",Nina Companéez,fr,tt0112326,6995
172721,End of the World,2013,"Science Fiction, Action, Comedy, Adventure","Caroline Cave, Brad Dourif, Greg Grunberg",Steven R. Monroe,en,tt2139851,7428
4540,Emil and the Detectives,1931,"Comedy, Crime","Rolf Wenkhaus, Käthe Haack, Fritz Rasp",Gerhard Lamprecht,de,tt0021836,1977
33318,Men Boxing,1891,"Action, Documentary",No Actor,William K.L. Dickson ,xx,tt0241715,3687
107100,Seattle Superstorm,2012,"Action, Science Fiction","Ona Grauer, Martin Cummins, Esai Morales",Jason Bourque,fr,tt1910615,5909
96460,Violent City,1975,"Crime, Action","Maurizio Merli, Richard Conte, Silvano Tranquilli",Marino Girolami,it,tt0073633,5585
105157,A Hand Shake,1892,Short,"William K.L. Dickson , William Heise",William K.L. Dickson ,en,tt0241524,5833
78101,Many Wars Ago,1970,"Drama, War","Alain Cuny, Gian Maria Volonté, Mark Frechette",Francesco Rosi,it,tt0066511,4955
73954,The Palermo Connection,1990,Thriller,"Jim Belushi, Mimi Rogers, Joss Ackland",Francesco Rosi,en,tt0099430,4866
162056,Il minestrone,1981,Comedy,"Roberto Benigni, Ninetto Davoli, Franco Citti",Sergio Citti,it,tt0082752,7204
27009,Beneath Loch Ness,2002,"Action, Horror, Mystery, Science Fiction, Thriller","Patrick Bergin, Lysette Anthony, Brian Wimmer",Chuck Comisky,en,tt0256155,3293
6884,Evil Alien Conquerors,2003,"Comedy, Science Fiction","Michael Weston, Diedrich Bader, Chris Parnell",Chris Matheson,en,tt0305556,2497
98456,The Girl on the Stone,2007,"Drama, Foreign","Gabino Rodríguez, Sofía Espinosa, Ricardo Polanco",Marisa Sistach,es,tt0476576,5654
26736,Wizards of Waverly Place: The Movie,2009,"Adventure, Comedy, Drama, Family, Fantasy","Selena Gomez, Jake T. Austin, David Henrie",Lev L. Spiro,en,tt1369845,3219
160128,Sawney: Flesh of Man,2012,Horror,"Elizabeth Brown, Lisa Cameron, Lindsay Cromar",Ricky Wood,en,tt1887748,7168
77910,For Lovers Only,2011,"Drama, Romance","Stana Katic, Mark Polish, Angus MacDonald",Michael Polish,en,tt1648201,4943
59426,Zhit,2010,"Action, Drama","Sergei Belyayev, Denis Shvedov, Sergey Sosnovskiy",Yury Bykov,ru,tt1706433,4491
76808,The Heineken Kidnapping,2011,"Thriller, Crime, Drama","Rutger Hauer, Reinout Scholten van Aschat, Gijs Naber",Maarten Treurniet,nl,tt1846526,4918
71482,Totally True Love,2011,"Drama, Action, Family","Maria Annette Tanderød Berglyd, Otto Garli, Aurora Bach Rodal",Anne Sewitsky,no,tt1648099,4772
103502,Night #1,2011,"Drama, Foreign","Dimitri Storoge, Catherine de Léan, Véronique Rebizov",Anne Émond,fr,tt2016955,5781
79236,Young Love,2001,"Drama, Romance","Joonas Nordman, Saija Lentonen, Sari Havas",Arto Lehkamo,en,tt0249261,4992
135799,The Samurai That Night,2012,Drama,"Masato Sakai, Takayuki Yamada, Sakura Ando",Masaaki Akahori,ja,tt2282973,6638
105952,Huge,2010,"Comedy, Drama","Noel Clarke, Johnny Harris, Ralph Brown",Ben Miller,en,tt1457726,5868
1877,Doctor Mordrid,1992,"Fantasy, Action, Thriller, Science Fiction","Jeffrey Combs, Brian Thompson, Keith Coulouris",Charles Band,en,tt0104115,1133
26702,Devil Dog: The Hound of Hell,1978,"Horror, TV Movie","Richard Crenna, Yvette Mimieux, Kim Richards",Curtis Harrington,en,tt0077429,3209
75808,The Black Marble,1980,"Comedy, Crime, Romance","Robert Foxworth, Paula Prentiss, Harry Dean Stanton",Harold Becker,en,tt0080442,4902
168112,Eskil & Trinidad,2013,"Drama, Family","Linus Oscarsson, Ann Petrén, Torkel Petersson",Stephan Apelgren,sv,tt2368817,7319
126947,Fraternity Row,1977,Drama,"Peter Fox, Scott Newman, Nancy Morgan",Thomas J. Tobin,en,tt0076052,6406
67927,Sunshine Follows Rain,1946,"Drama, Romance","Mai Zetterling, Sten Lindgren, Hilda Borgström",Gustaf Edgren,sv,tt0038497,4668
80041,The Runway,2010,"Drama, Comedy","Demián Bichir, Kerry Condon, James Cosmo",Ian Power,en,tt1385633,5025
140733,The Gnome,2005,"Comedy, Fantasy","Bolek Polívka, Eva Holubová, Tomáš Vorel ml.",Tomáš Vorel,cs,tt0406222,6756
26028,Jimi Plays Monterey,1986,Music,"Jimi Hendrix, Noel Redding, Mitch Mitchell",D.A. Pennebaker,en,tt0093312,3000
26360,Depeche Mode: 101,1989,Music,"Dave Gahan, Martin Gore, Andy Fletcher",D.A. Pennebaker,en,tt0094590,3105
79720,Santa and the Ice Cream Bunny,1972,"Fantasy, Family","Jay Ripley, Shay Garner, Pat Morrell",R. Winer,en,tt0138074,5011
160297,The Slanted Screen,2006,Documentary,"Frankie Chin, Bobby Lee, Jason Scott Lee",Jeff Adachi,en,tt0760185,7174
45079,4th Period Mystery,2009,Horror,"Yoo Seung-Ho, Kang So-ra, Sang-geun Jo",Sang-yong Lee,ko,tt1810510,4027
72505,Tomorrow's Joe,2011,Action,"Teruyuki Kagawa, Yusuke Iseya, Tomohisa Yamashita",Fumihiko Sori,ja,tt1606595,4814
171587,Whatcha Wearin'?,2012,"Romance, Drama, Comedy","Kim Ah-joong, Ji Sung, Shin So-yul",Byun Sung-hyun,ko,tt2592336,7395
169068,Dorfman,2011,"Comedy, Romance","Sara Rue, Elliott Gould, Catherine Hicks",Brad Leong,en,tt1665418,7343
106222,Pizza,2005,"Comedy, Romance","Ethan Embry, Kylie Sparks, Julie Hagerty",Mark Christopher,en,tt0376827,5878
73526,The Doe Boy,2001,"Drama, Romance","James Duval, Kevin Anderson, Andrew J. Ferchland",Randy Redroad,en,tt0243222,4856
102051,Unicorn City,2012,"Comedy, Romance","Devin McGinn, Jaclyn Hales, Jon Gries",Bryan Lefler,en,tt1734589,5738
141976,Mistletoe Over Manhattan,2011,"TV Movie, Family","Tricia Helfer, Greg Bryk, Tedde Moore",John Bradshaw,en,tt2064865,6778
70712,Te presento a Laura,2010,"Romance, Comedy, Drama","Martha Higareda, Kuno Becker, Eugenio Derbez",Fez Ortega,en,tt1684928,4737
161482,The Coalition,2013,"Drama, Romance","Denyce Lawton, Eddie Goines, Adrienne Bailon",Monica Mingo,en,tt2040537,7194
96985,Hot Summer in Barefoot County,1974,"Comedy, Action","Sherry Robinson, Don Jones, Tonia Bryan",Will Zens,en,tt0071624,5605
127642,Feng Shui,2004,"Drama, Horror, Thriller","Kris Aquino, Jay Manalo, Lotlot De Leon",Chito S. Roño,en,tt0430082,6429
166888,The Condemned of Altona,1962,"History, Drama","Sophia Loren, Maximilian Schell, Fredric March",Vittorio De Sica,it,tt0056468,7292
91067,The Ditch,2010,"Drama, Foreign","Zhengwu Cheng, Niansong Jing, Xiangnian Li",Wang Bing,en,tt1723112,5431
26550,Little Lips,1978,Drama,"Pierre Clémenti, Katya Berger, Ugo Bologna",Mimmo Cattarinich,en,tt0077682,3157
85389,Natimorto,2011,Drama,"Lourenço Mutarelli, Simone Spoladore, Betty Gofman",Paulo Machline,pt,tt1522189,5242
73919,The Famous and the Dead,2009,Drama,"Áurea Baptista, Ismael Caneppele, Tuane Eggers",Esmir Filho,en,tt1483795,4864
98439,Thou Shalt Laugh 2 - The Deuce,2007,Comedy,"Tim Conway, Amanda Cook, Vernard 'Bone' Hampton",Phil Cooke,en,tt1128079,5653
140054,We Were Here: Part 1,2012,"Drama, Romance","Toma Ikuta, Yuriko Yoshitaka, Sousuke Takaoka",Takahiro Miki,ja,tt1866931,6733
172767,500 MPH Storm,2013,"Action, Science Fiction","Casper Van Dien, Sarah Lieving, Michael Beach",Daniel Lusko,en,tt2518848,7431
89145,Angels' Alley,1948,"Drama, Comedy, Crime","Leo Gorcey, Huntz Hall, Gabriel Dell",William Beaudine,en,tt0040097,5383
151911,Blockade,1938,"War, Drama","Madeleine Carroll, Henry Fonda, Leo Carrillo",William Dieterle,en,tt0029924,6990
26199,The Liquidator,1965,"Comedy, Action, Adventure","Rod Taylor, Trevor Howard, Jill St. John",Jack Cardiff,en,tt0059390,3048
66068,Girl,2002,"Drama, Romance","Charlotte Vanden Eynde, Els Dottermans, Frieda Pittoors",Dorothée Van Den Berghe,nl,tt0304389,4641
84479,The Invader,2011,Drama,"Isaka Sawadogo, Stefania Rocca, John Flanders",Nicolas Provost,fr,tt1772947,5206
132561,Mixed Kebab,2012,Drama,"Cem Akkanat, Simon Van Buyten, Gamze Tazim",Guy Lee Thys,en,tt1301308,6557
68444,Blind,2007,"Drama, Romance","Joren Seldeslachts, Halina Reijn, Katelijne Verbeke",Tamar van den Dop,nl,tt0808174,4680
66066,Verlengd Weekend,2005,"Comedy, Drama","Jan Decleir, Koen De Bouw, Wouter Hendrickx",Hans Herbots,en,tt0443352,4640
80469,Groenten uit Balen,2011,"Drama, History","Evelien Bosmans, Stany Crets, Bart Hollanders",Frank van Mechelen,nl,tt1784458,5046
74436,The World in His Arms,1952,"Adventure, Action, Romance","Gregory Peck, Ann Blyth, Anthony Quinn",Raoul Walsh,en,tt0045339,4880
122619,La Rabbia Di Pasolini,2008,Documentary,"Giorgio Bassani, Renato Guttuso, Giuseppe Bertolucci",Pier Paolo Pasolini,en,tt1289430,6272
27548,Slime City,1988,Horror,"Robert C. Sabin, Mary Huner, T.J. Merrick",Greg Lamberson,en,tt0234748,3393
4459,Night Without Sleep,1952,Thriller,"Gary Merrill, Linda Darnell, Hildegard Knef",Roy Ward Baker,en,tt0044967,1940
110457,Windbag the Sailor,1936,Comedy,"Will Hay, Moore Marriott, Norma Varden",William Beaudine,en,tt0028509,6011
159109,The Rambler,2013,"Comedy, Drama, Horror, Mystery","Dermot Mulroney, Lindsay Pulsipher, Natasha Lyonne",Calvin Lee Reeder,en,tt2381355,7134
174751,Jane Got a Gun,2016,"Action, Drama, Western","Natalie Portman, Joel Edgerton, Ewan McGregor",Gavin O'Connor,en,tt2140037,7483
41518,Guzaarish,2010,"Drama, Romance","Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel",Sanjay Leela Bhansali,hi,tt1438298,3863
26379,Paa,2009,"Drama, Family, Foreign","Amitabh Bachchan, Abhishek Bachchan, Vidya Balan",R Balki,en,tt1532957,3114
86068,The House Where Evil Dwells,1982,Horror,"Edward Albert, Susan George, Doug McClure",Kevin Connor,en,tt0084096,5268
138038,Girl vs. Monster,2012,"Comedy, Family, Science Fiction","Olivia Holt, Brendan Meyer, Kerris Dorsey",Stuart Gillard,en,tt2326087,6689
118236,The Great Manhunt,1950,"Thriller, Drama","Douglas Fairbanks Jr., Jack Hawkins, Glynis Johns",Sydney Gilliat,en,tt0042522,6192
143355,The Battle of Sutjeska,1973,War,"Richard Burton, Ljuba Tadić, Velimir „Bata“ Živojinović",Stipe Delić,bs,tt0070758,6815
57393,Africa United,2010,"Drama, Action, Comedy, Foreign","Eriya Ndayambaje, Roger Nsengiyumva, Sanyu Joanita Kintu",Debs Gardner-Paterson,en,tt1429313,4425
103851,I Like to Hurt People,1985,"Comedy, Documentary","Edward Farhat, Ox Baker, Lawrence Robert Shreve",Donald G. Jackson,en,tt0261742,5794
5953,The Lady in the Car with Glasses and a Gun,1970,Drama,"Samantha Eggar, John McEnery, Oliver Reed",Anatole Litvak,fr,tt0065957,2360
104041,Mousey,1974,"TV Movie, Action, Drama","Kirk Douglas, Jean Seberg, John Vernon",Daniel Petrie,en,tt0071862,5797
106739,Low & Clear,2012,Documentary,No Actor,Tyler Hughen,en,tt1957955,5897
150054,Light of My Eyes,2010,"Drama, Romance","Tamer Hosny, Menna Shalabi, منة فضالي",Wael Ehsan,ar,tt1918984,6961
89877,The Reunion,2011,Comedy,"Nicolaj Kopernikus, Anders W. Berthelsen, Troels Lyby",Niels Nørløv Hansen,da,tt1699135,5406
151687,Charlie Muffin,1979,"Drama, Thriller, TV Movie","David Hemmings, Jennie Linden, Sam Wanamaker",Jack Gold,en,tt0078956,6984
53766,Why Change Your Wife?,1920,"Comedy, Drama, Romance","Gloria Swanson, Thomas Meighan, Bebe Daniels",Cecil B. DeMille,en,tt0011865,4309
130275,Miss Lulu Bett,1921,"Comedy, Drama","Lois Wilson, Milton Sills, Theodore Roberts",William C. de Mille,en,tt0012465,6497
124527,Face the Music,1954,"Crime, Drama","Alex Nicol, Eleanor Summerfield, John Salew",Terence Fisher,en,tt0046784,6319
3025,The Two Faces of Dr. Jekyll,1960,"Horror, Science Fiction, Romance","Paul Massie, Dawn Addams, Christopher Lee",Terence Fisher,en,tt0054416,1632
26314,"Job, czyli ostatnia szara komórka",2006,Comedy,"Tomasz Borkowski, Andrzej Andrzejewski, Borys Szyc",Konrad Niewolski,pl,tt0932533,3087
153266,Happy New York,1997,Comedy,"Katarzyna Figura, Cezary Pazura, Janusz Gajos",Janusz Zaorski,pl,tt0120261,7015
144942,Top Gear: The Worst Car In the History of the World,2012,"Comedy, TV Movie","Jeremy Clarkson, James May, Richard Hammond",Phil Churchward,en,tt2540072,6852
176037,Supermarket,2012,Thriller,"Mikolaj Roznerski, Marian Dziedziel, Wojciech Zielinski",Maciej Żak,en,tt2282989,7501
110372,Descendents,2008,"Horror, Thriller, Science Fiction, Foreign","Karina Pizarro, Cristobal Barra, Patricio Lynch",Jorge Olguín,en,tt1361838,6004
108246,Forty Little Mothers,1940,Drama,"Eddie Cantor, Bonita Granville, Judith Anderson",Busby Berkeley,en,tt0032487,5947
133255,Harlem Rides the Range,1939,Western,"Herb Jeffries, Lucius Brooks, F.E. Miller",Richard C. Kahn,nl,tt0031406,6573
106495,Little Big Shot,1935,"Comedy, Crime, Drama","Sybil Jason, Glenda Farrell, Robert Armstrong",Michael Curtiz,en,tt0026632,5889
113843,Woman's World,1954,Drama,"Clifton Webb, June Allyson, Cornel Wilde",Jean Negulesco,en,tt0047680,6091
153444,David Golder,1931,Drama,"Harry Baur, Paule Andral, Jackie Monnier",Julien Duvivier,fr,tt0020814,7019
84248,La Tête d'un Homme,1933,"Crime, Mystery, Thriller","Harry Baur, Valéry Inkijinoff, Alexandre Rignault",Julien Duvivier,fr,tt0024710,5191
115162,Chair de poule,1963,"Crime, Drama","Robert Hossein, Jean Sorel, Catherine Rouvel",Julien Duvivier,fr,tt0056921,6123
5067,The Burning Court,1962,"Horror, Drama, Mystery","Jean-Claude Brialy, Nadja Tiller, Perrette Pradier",Julien Duvivier,en,tt0055839,2157
76772,Deadlier Than the Male,1956,"Drama, Thriller","Jean Gabin, Danièle Delorme, Gérard Blain",Julien Duvivier,fr,tt0051172,4917
147360,Marianne of My Youth,1955,Drama,"Marianne Hold, Pierre Vaneck, Isabelle Pia",Julien Duvivier,fr,tt0047217,6893
4709,Holiday for Henrietta,1952,Comedy,"Dany Robin, Michel Auclair, Hildegard Knef",Julien Duvivier,fr,tt0048104,2029
64418,The Phantom Carriage,1939,"Drama, Fantasy","Pierre Fresnay, Louis Jouvet, Micheline Francey",Julien Duvivier,fr,tt0124314,4603
163312,The Forest,2009,Drama,"Stanisław Brudny, Mariusz Bonaszewski",Piotr Dumala,pl,tt1517213,7231
134409,Decoding Deepak,2012,Documentary,"Deepak Chopra, Gotham Chopra, Rita Chopra",Gotham Chopra,en,tt2321249,6603
57845,Mandroid,1993,"Science Fiction, Horror, Action","Mircea Albulescu, Radu Minculescu, Janette Caldwell",Jack Ersgard,de,tt0107505,4436
85268,Cleopatra Wong,1978,"Drama, Action","Marrie Lee, George Estregan, Dante Varona",Bobby A. Suarez,en,tt0077343,5234
3692,Secret Agent Super Dragon,1966,"Action, Adventure","Ray Danton, Marisa Mell, Margaret Lee",Giorgio Ferroni,en,tt0060956,1803
26703,Dracula's Dog,1978,Horror,"Michael Pataki, Jan Shutan, José Ferrer",Albert Band,en,tt0077470,3210
161024,Lovely Loneliness,2009,"Comedy, Romance","Inés Efron, Nicolás Pauls, Fabián Vena",Martín Carranza,es,tt1160004,7183
117316,Strangers,2007,"Drama, Romance, Thriller","Liron Levo, Lubna Azabal, Mila Dekker",Guy Nattiv,he,tt1064215,6167
139777,World Without End,2012,"Drama, History, Romance","Ben Chaplin, Charlotte Riley, Cynthia Nixon",Michael Caton-Jones,en,tt1878805,6727
138022,Blood in the Face,1991,Documentary,"Michael Moore, James Ridgeway, Kevin Rafferty",Kevin Rafferty,en,tt0101479,6687
48242,Hundra,1983,"Adventure, Fantasy, Action, Science Fiction, Foreign","Laurene Landon, Cihangir Gaffari, María Casal",Matt Cimber,en,tt0087436,4151
1998,Holy Lola,2004,Drama,"Isabelle Carré, Frédéric Pierrot, Lara Guirao",Bertrand Tavernier,en,tt0384177,1228
83831,Charley-One-Eye,1973,Western,"Richard Roundtree, Roy Thinnes, Nigel Davenport",Don Chaffey,en,tt0068358,5170
169634,Unforgotten Shadows,2013,"Adventure, Comedy, Mystery","Dmitriy Stupka, Olena Musienko, Pavlo Li",Lubomir Levitski,uk,tt2245906,7350
46821,Blood,1989,"Drama, Mystery","Pedro Hestnes, Nuno Ferreira, Inês de Medeiros",Pedro Costa,pt,tt0098252,4078
46430,Jodi No.1,2001,"Drama, Comedy, Romance, Foreign","Sanjay Dutt, Govinda, Twinkle Khanna",David Dhawan,hi,tt0278522,4062
25801,Aamdani Atthanni Kharcha Rupaiya,2001,"Foreign, Comedy, Drama","Govinda, Juhi Chawla, Johnny Lever",K Raghavendra Rao,en,tt0305173,2938
135713,Beware of Christians,2011,Documentary,"Will Bakke, Michael B. Allen, Alex R. Carroll",Will Bakke,en,tt1684609,6636
135097,The Cinema Snob Movie,2012,Comedy,"Brad Jones, Jake Norvell, Noah Antwiler",Ryan Mitchelle,en,tt2262221,6614
146198,Triple 9,2016,"Action, Thriller","Casey Affleck, Chiwetel Ejiofor, Woody Harrelson",John Hillcoat,en,tt1712261,6869
169798,Licks,2013,Drama,"Stanley ""Doe"" Hunt, Koran Streets, John Stallings",Jonathan Singer-Vine,en,tt2464812,7360
164443,The Makeover,2013,Comedy,"Julia Stiles, Camryn Manheim, Frances Fisher",John Gray,en,tt2377132,7250
61314,Ho visto le stelle,2003,Comedy,"Vincenzo Salemme, Claudio Amendola, Enzo Cannavale",Vincenzo Salemme,it,tt0400507,4543
78340,Not Everybody's Lucky Enough to Have Communist Parents,1993,Comedy,"Josiane Balasko, Maurice Bénichou, Catherine Hiegel",Jean-Jacques Zilbermann,fr,tt0108369,4969
168228,Some Call It Loving,1973,Drama,"Zalman King, Carol White, Tisa Farrow",James B. Harris,en,tt0070714,7322
108476,Trashed,2012,Documentary,Jeremy Irons,Candida Brady,en,tt2401099,5952
82157,Die Blindgänger,2004,"Family, Drama","Ricarda Ramünke, Dominique Horwitz, Maria Rother",Bernd Sahling,de,tt0402065,5111
43292,Tutte le donne della mia vita,2007,Comedy,"Luca Zingaretti, Vanessa Incontrada, Michela Cescon",Simona Izzo,it,tt1014691,3943
49518,Aap Mujhe Achche Lagne Lage,2002,"Action, Foreign","Hrithik Roshan, Ameesha Patel, Kiran Kumar",Vikram Bhatt,hi,tt0247911,4199
117142,EK Chotti Si Love Story,2002,Drama,"Manisha Koirala, Aditya Seal",Shashilal K. Nair,en,tt0331479,6166
78827,Deewangee,2002,"Crime, Drama, Mystery","Ajay Devgn, Akshaye Khanna, Urmila Matondkar",Anees Bazmee,hi,tt0337971,4982
93193,Jigsaw,1962,"Crime, Drama, Mystery","Jack Warner, Yolande Donlan, Michael Goodliffe",Val Guest,en,tt0056121,5502
4289,Dinocroc,2004,"Horror, Science Fiction, Thriller","Costas Mandylor, Charles Napier, Jane Longenecker",Kevin O'Neill,en,tt0365653,1905
60389,The Cook,1972,"Comedy, Drama, Family","Rajesh Khanna, Jaya Bachchan, Usha Kiran",Hrishikesh Mukherjee,hi,tt0068257,4522
69075,Snakeman,2005,"Horror, Science Fiction, Adventure, Thriller","Stephen Baldwin, Jayne Heitmeyer, Larry Day",Allan A. Goldstein,en,tt0454953,4692
86495,Oliver Sherman,2011,Drama,"Garret Dillahunt, Donal Logue, Molly Parker",Ryan Redford,en,tt1503149,5291
151062,Mad at the Moon,1992,"Horror, Romance, Western","Mary Stuart Masterson, Hart Bochner, Fionnula Flanagan",Martin Donovan,en,tt0104787,6979
27674,Wolves of Wall Street,2002,Horror,"William Gregory Lee, Michael Bergin, Eric Roberts",David DeCoteau,en,tt0339918,3412
125087,Reggie's Prayer,1996,Drama,"Reggie White, Pat Morita, Brett Favre",Paul McKellips,en,tt0117457,6339
31907,Don King: Only in America,1997,Drama,"Ving Rhames, Vondie Curtis-Hall, Jeremy Piven",John Herzfeld,en,tt0119838,3571
60825,Mr. St. Nick,2002,"Comedy, Fantasy","Kelsey Grammer, Katherine Helmond, Ana Ortiz",Craig Zisk,en,tt0325849,4533
105465,The Art of Love,1965,Comedy,"James Garner, Dick Van Dyke, Elke Sommer",Norman Jewison,en,tt0058920,5845
100275,Eddie: The Sleepwalking Cannibal,2012,"Horror, Comedy","Thure Lindhardt, Dylan Smith, Georgina Reilly",Boris Rodriguez,en,tt1480658,5708
114922,Scrambled Beer,2007,"Comedy, Foreign","Diego Muñoz, Nicolás Saavedra, Javiera Díaz de Valdés",Cristobal Valderrama,en,tt0810082,6116
46258,The House in Montevideo,1951,Comedy,"Curt Goetz, Valerie von Martens, Albert Florath",Curt Goetz,de,tt0043622,4059
126219,A Hen in the Wind,1948,Drama,"Kinuyo Tanaka, Shûji Sano, Chieko Murata",Yasujirō Ozu,ja,tt0040505,6387
43953,War of the Birds,1990,"Family, Animation","Sofie Bredesen, Vigga Bro, Lisbet Dahl",Jannik Hastrup,da,tt0101927,3986
128177,Elisa Before the End of the World,1997,Drama,"Sherlyn, Imanol, Rubén Rojo Aura",Juan Antonio de la Riva,es,tt0119056,6440
81524,Foreign Parts,2010,Documentary,No Actor,Véréna Paravel,en,tt1700810,5088
166225,Khel,2003,"Action, Thriller","Sunny Deol, Sunil Shetty, Celina Jaitly",Yusuf Khan,en,tt0371775,7273
86576,Paap,2003,"Thriller, Action, Romance","John Abraham, Udita Goswami, Mohan Agashe",Pooja Bhatt,hi,tt0399942,5296
49098,Talking Heads,1980,"Documentary, Foreign",No Actor,Krzysztof Kieślowski,pl,tt0080770,4184
159069,Vaastu Shastra,2004,"Horror, Mystery","Vicky Ahuja, J.D. Chakravarthi, Ahsaas Channa",Saurab Narang,en,tt0416282,7132
103212,Rakht,2004,"Thriller, Foreign","Sanjay Dutt, Sunil Shetty, Bipasha Basu",Mahesh Manjrekar,hi,tt0418096,5770
31364,Waqt: The Race Against Time,2005,Drama,"Amitabh Bachchan, Akshay Kumar, Priyanka Chopra",Vipul Amrutlal Shah,hi,tt0390614,3528
129820,Silence and Cry,1968,Drama,"Törőcsik Mari, Zoltán Latinovits, József Madaras",Miklós Jancsó,hu,tt0061536,6484
149094,Story of Night,1979,Documentary,No Actor,Clemens Klopfenstein,de,tt0079202,6934
86077,4 Elements,2006,Documentary,No Actor,Jiska Rickels ,en,tt0879220,5269
47239,Fear of Fear,1975,Drama,"Margit Carstensen, Ulrich Faulhaber, Brigitte Mira",Rainer Werner Fassbinder,de,tt0072648,4097
27598,"You're Out of Your Mind, Madicken",1979,Family,"Jonna Liljendahl, Liv Alsterlund, Monica Nordquist",Göran Graffman,sv,tt0079087,3401
129933,Paraguayan Hammock,2006,Drama,"Georgina Genes, Ramón del Río, Jorge López",Paz Encina,es,tt0482987,6488
4747,Nathalie Granger,1972,"Drama, Foreign","Lucia Bosé, Jeanne Moreau, Luce Garcia-Ville",Marguerite Duras,fr,tt0068991,2037
27671,Pop Skull,2007,"Horror, Thriller","Lane Hughes, Brandon Carroll, Maggie Gwin",Adam Wingard,en,tt1110059,3411
69917,Room,2005,"Drama, Documentary","Cyndi Williams, Kenneth Wayne Bradley, Alexandra Kiester",Kyle Henry,en,tt0417096,4712
149727,The Plea,1968,Drama,"Tengiz Archvadze, Zurab Qapianize, Ramaz Chkhikvadze",Tengiz Abuladze,ka,tt0064680,6951
108949,Insiang,1976,Drama,"Hilda Koronel, Mona Lisa, Ruel Vernal",Lino Brocka,tl,tt0077740,5964
8846,Alone,2004,Drama,"Lavinia Wilson, Maximilian Brückner, Richy Müller",Thomas Durchschlag,de,tt0433770,2791
94790,How to Become Myself,2007,Drama,"Riko Narumi, Atsuko Maeda, Mariko Ishihara",Jun Ichikawa,ja,tt0991183,5537
108639,Blush,2005,"Drama, Music, Fantasy, Romance","Laura Aris Alvarez, Elena Fokina, Jozef Frucek",Wim Vandekeybus,en,tt0460724,5957
80990,Parental Guidance,1996,Drama,"Denise Aron-Schropfer, Michel Trillot, Sandra Sammartino",Lucile Hadzihalilovic,fr,tt0115735,5072
26368,Spring and Chaos,1996,"Animation, Drama, Fantasy","Shirô Sano, Mariko Kouda, Chikao Ohtsuka",Shoji Kawamori,ja,tt0223503,3108
158968,Salt for Svanetia,1930,"Documentary, Drama",No Actor,Mikhail Kalatozov,ka,tt0019403,7126
125795,Bread and Milk,2001,Drama,"Peter Musevski, Sonja Savić, Tadej Troha",Jan Cvitkovič,sl,tt0288092,6365
79860,Mirrored Mind,2006,Drama,"Miwako Ichikawa, Kou Machida, Kiyohiko Shibukawa",Gakuryû Ishii,ja,tt0907125,5021
7274,La León,2007,Drama,"Jorge Román, Daniel Valenzuela, José Muñoz",Santiago Otheguy,es,tt0971170,2561
4979,Windows on Monday,2006,Drama,"Isabelle Menke, Hans-Jochen Wagner, Amber Bongard",Ulrich Köhler,de,tt0477038,2126
64944,A Parting Shot,2007,"Drama, Action, Thriller","Isild Le Besco, Lio, Steven de Almeida",Jeanne Waltz,fr,tt0910935,4618
1837,The Secret,2000,"Romance, Drama","Anne Coesens, Michel Bompoil, Tony Todd",Virginie Wagon,fr,tt0227458,1109
104374,Woman of the Lake,1966,Drama,"Mariko Okada, Shigeru Tsuyuguchi, Tamotsu Hayakawa",Yoshishige Yoshida,ja,tt0060787,5810
